kbli_kode,provinsi,total_investasi_rp_juta,total_investasi_us_ribu,total_tki,row_count,percentage_share
27,Daerah Istimewa Yogyakarta,545.0,33.03030303,38,1,0.00010649014407165049
77,Maluku Utara,544.880826,33.02308036,0,1,0.00010646685809655028
42,Papua Selatan,540.001209,32.727346,0,1,0.00010551340650509256
23,Gorontalo,540.0,32.727272732,0,2,0.00010551317027282799
6,Bengkulu,539.399539,32.690881149999996,0,2,0.00010539584333998505
24,Riau,539.05,32.66969697,22,3,0.00010532754525105172
47,Papua Selatan,528.675994,32.04096933,7,2,0.00010330051884088626
81,Sulawesi Selatan,525.178445,31.828996665,24,3,0.00010261711609426672
33,Daerah Istimewa Yogyakarta,523.153405,31.70626697,0,2,0.00010222143388995323
68,Papua Barat,522.5,31.66666667,2,1,0.0001020937619769493
82,Riau,518.15983,31.403626058999997,1,4,0.00010124571550246226
32,Kalimantan Barat,513.0,31.09090909,0,1,0.00010023751175918659
58,Daerah Istimewa Yogyakarta,507.603405,30.763842728,14,2,9.918304537561531e-05
85,Sulawesi Utara,507.322766,30.7468343,7,1,9.912820998562977e-05
19,Aceh,506.740276,30.71153188,0,1,9.901439449201455e-05
12,Daerah Istimewa Yogyakarta,505.80969500000003,30.655133035,10,2,9.883256384107815e-05
5,Banten,500.0,30.3030303,2,1,9.769737988224815e-05
59,Papua Tengah,500.0,30.3030303,0,1,9.769737988224815e-05
19,Papua,500.0,30.3030303,3,1,9.769737988224815e-05
59,Sulawesi Barat,500.0,30.3030303,0,1,9.769737988224815e-05
60,Daerah Istimewa Yogyakarta,500.0,30.3030303,0,1,9.769737988224815e-05
49,Maluku,500.0,30.3030303,0,1,9.769737988224815e-05
59,Kepulauan Bangka Belitung,500.0,30.3030303,0,1,9.769737988224815e-05
59,Papua Barat Daya,500.0,30.3030303,0,1,9.769737988224815e-05
59,Maluku,500.0,30.3030303,0,1,9.769737988224815e-05
59,Gorontalo,500.0,30.3030303,0,1,9.769737988224815e-05
62,Papua Barat Daya,500.0,30.3030303,0,1,9.769737988224815e-05
59,Kalimantan Utara,500.0,30.3030303,0,1,9.769737988224815e-05
80,Aceh,495.761987,30.046181028000003,13,3,9.686929435023433e-05
45,Kalimantan Tengah,494.110358,29.946082306999998,63,4,9.654657469855927e-05
64,Kalimantan Utara,493.46732499999996,29.907110605999996,37,4,9.64209294200036e-05
50,Papua Barat Daya,493.241175,29.893404546,13,3,9.637674089508287e-05
43,Kalimantan Utara,484.458749,29.361136306,1,3,9.46607008766634e-05
21,Daerah Istimewa Yogyakarta,475.489888,28.81756897,43,2,9.290823243620724e-05
7,Sumatera Selatan,471.630035,28.58363848,0,1,9.215403738654598e-05
38,Sumatera Selatan,470.51793200000003,28.516238303,0,4,9.193673828802762e-05
80,Maluku Utara,467.71299999999997,28.346242420000003,14,2,9.138866927373184e-05
56,Papua Barat,464.135626,28.129431877000002,0,4,9.06896691404141e-05
90,Jawa Timur,458.823009,27.807455095,34,4,8.965161161797832e-05
33,Sulawesi Selatan,458.64300000000003,27.796545451,8,4,8.961643880266787e-05
13,Sumatera Utara,458.145479,27.76639267,0,1,8.951922580639509e-05
2,Jawa Tengah,456.609375,27.6732954536061,20,14,8.921907913434181e-05
77,Aceh,451.53682000000003,27.365867874,6,6,8.822792846872461e-05
95,Daerah Istimewa Yogyakarta,446.30415,27.048736363,0,4,8.720549217114771e-05
78,Kalimantan Utara,443.062236,26.85225673,0,1,8.657203916394056e-05
51,Jawa Timur,441.454488,26.75481745,0,1,8.625789362971871e-05
61,Gorontalo,440.33738,26.68711394,0,1,8.603961658042771e-05
55,Papua Pegunungan,440.0,26.66666667,12,1,8.597369429637838e-05
19,Kalimantan Utara,439.540025,26.63878939,0,1,8.58838175917557e-05
71,Riau,437.814997,26.534242242,0,5,8.554675616010866e-05
25,Lampung,435.838938,26.414481088,3,2,8.516064458652319e-05
86,Papua,434.688642,26.34476618,0,1,8.493588277594513e-05
49,Sulawesi Utara,431.371432,26.143723147,0,2,8.428771732490675e-05
24,Sulawesi Utara,430.119,26.06781818,11,1,8.404299867514538e-05
82,Nusa Tenggara Barat,428.336724,25.959801451999997,0,4,8.369475128429136e-05
28,Sumatera Barat,427.094538,25.88451745,0,1,8.345203464923853e-05
61,Maluku Utara,425.261524,25.7734257,0,2,8.309387331906358e-05
12,Banten,417.42277,25.2983497,0,1,8.156222186438059e-05
73,Kepulauan Riau,414.936895,25.147690608999998,15,3,8.107649491595102e-05
14,Kalimantan Utara,399.795981,24.23005945,0,1,7.811803966230611e-05
80,Gorontalo,397.36776599999996,24.082894913,30,2,7.764357917572457e-05
12,Daerah Khusus Ibukota Jakarta,395.905,23.99424243,0,2,7.73577623645629e-05
62,Sumatera Utara,392.090002,23.7630304216061,1,3,7.661233174685087e-05
11,Kalimantan Tengah,391.323423,23.716571087,0,3,7.646254622730536e-05
73,Riau,390.0,23.63636364,0,1,7.620395630815354e-05
79,Nusa Tenggara Barat,382.907657,23.206524666,0,5,7.481814965150114e-05
37,Jawa Tengah,380.006532,23.030698906,7,5,7.425128502907938e-05
65,Sumatera Selatan,379.295468,22.98760412,2,1,7.41123468496222e-05
6,Sulawesi Utara,377.62914,22.88661455,0,1,7.378675509037334e-05
3,Papua Barat,374.98885900000005,22.726597512,0,3,7.327085801866757e-05
23,Kepulauan Bangka Belitung,374.14799999999997,22.675636361000002,2,2,7.310655857636675e-05
78,Jambi,372.222385,22.558932422,12,2,7.273030349604285e-05
22,Jambi,372.065613,22.54943109,19,4,7.269967106876505e-05
52,Papua Selatan,371.33,22.50484848,0,1,7.25559361433504e-05
66,Jawa Tengah,370.429963,22.45030079,5,1,7.238007362995625e-05
95,Kepulauan Riau,369.327557,22.383488303,111,2,7.216466927442331e-05
70,Kalimantan Timur,368.209295,22.315714853,134,4,7.194616673957955e-05
60,Jawa Barat,361.770334,21.92547479,708,3,7.068802750185158e-05
62,Nusa Tenggara Barat,355.7,21.55757576,0,1,6.950191604823133e-05
82,Sumatera Utara,352.91392599999995,21.388722793,8,5,6.89575317883152e-05
33,Papua,350.0,21.21212121,0,1,6.83881659175737e-05
16,Kepulauan Riau,345.542331,20.941959453,35,3,6.751716075420905e-05
53,Sulawesi Utara,343.971737,20.846771936,0,2,6.72102749168915e-05
65,Lampung,332.1155,20.12821212,2,1,6.489362833656558e-05
43,Papua Selatan,330.0,20.0,0,1,6.448027072228378e-05
78,Nusa Tenggara Timur,329.0516,19.942521211,5,2,6.429495833212314e-05
7,Daerah Istimewa Yogyakarta,323.766096,19.62218764,0,1,6.326219854780886e-05
25,Papua Tengah,322.389921,19.53878309,0,1,6.299330116428994e-05
3,Papua Barat Daya,320.795425,19.44214697,0,1,6.268174500142449e-05
91,Kalimantan Timur,320.0,19.39393939,0,1,6.252632312463881e-05
41,Papua Pegunungan,320.0,19.39393939,0,1,6.252632312463881e-05
75,Daerah Istimewa Yogyakarta,318.545333,19.30577776,1,1,6.224208881563648e-05
38,Maluku Utara,317.78856,19.25991273,6,1,6.209421933710522e-05
71,Kepulauan Bangka Belitung,313.5,18.999999996,0,2,6.125625718616959e-05
64,Papua Barat Daya,313.200983,18.98187776,10,1,6.119783083128909e-05
43,Sulawesi Tenggara,313.1,18.975757576,0,5,6.11780992822638e-05
82,Sumatera Selatan,313.03844000000004,18.972026672,3,2,6.116607078085269e-05
80,Kepulauan Bangka Belitung,312.53,18.941212119,23,4,6.106672426919802e-05
29,Sumatera Utara,312.256,18.924606061,1,2,6.1013186105022554e-05
20,Aceh,310.219588,18.801187152,0,2,6.061528187150101e-05
80,Sumatera Barat,310.062636,18.791674905,29,3,6.058461427316646e-05
37,Riau,304.483001,18.4535152136061,0,3,5.949438283276788e-05
56,Papua Tengah,303.228499,18.377484788,5,2,5.9249259715853805e-05
43,Papua Barat,302.14000000000004,18.311515152,0,3,5.903657271524492e-05
82,Lampung,302.03610000000003,18.305218185999998,32,3,5.9016271199705385e-05
58,Nusa Tenggara Barat,302.0,18.3030303,8,1,5.9009217448877884e-05
22,Nusa Tenggara Barat,299.804618,18.16997685,0,1,5.8580251310396584e-05
93,Maluku,299.7395,18.166030303,3,3,5.856752759443023e-05
93,Sumatera Selatan,299.284395,18.138448185999998,18,6,5.8478602462287616e-05
79,Nusa Tenggara Timur,298.169268,18.070864727,4,3,5.826071249001571e-05
81,Lampung,296.414744,17.96452994,47,3,5.791788769453466e-05
35,Papua,295.0,17.878787879,0,4,5.76414541305264e-05
78,Papua Barat Daya,293.071504,17.76190933,0,1,5.726463611789961e-05
81,Sumatera Selatan,292.86974399999997,17.749681455,14,7,5.722521327116952e-05
49,Kepulauan Bangka Belitung,290.12,17.5830303,2,2,5.668792770287567e-05
78,Gorontalo,288.72367099999997,17.498404303,200,2,5.641509233336846e-05
71,Nusa Tenggara Timur,285.5,17.303030302,0,2,5.578520391276369e-05
64,Papua,283.986542,17.21130558,10,1,5.548948215044003e-05
78,Aceh,283.96,17.209696964,0,4,5.5484295982726365e-05
81,Riau,283.676197,17.192496792,6,4,5.5428842363720916e-05
91,Lampung,282.4208,17.11641212,0,1,5.518354436849685e-05
51,Kalimantan Tengah,278.0,16.84848485,0,1,5.4319743214529964e-05
16,Daerah Istimewa Yogyakarta,277.868586,16.840520367,4,2,5.429406560757027e-05
71,Sulawesi Selatan,276.3068,16.745866665,16,3,5.398890080729673e-05
37,Sulawesi Selatan,273.9752,16.60455758,0,1,5.353331838542982e-05
95,Jawa Tengah,273.662565,16.585609996000002,0,5,5.347223114471085e-05
43,Kalimantan Tengah,266.925335,16.17729303,0,1,5.2155811707382696e-05
39,Daerah Khusus Ibukota Jakarta,257.224504,15.589363876,0,2,5.0260320164621726e-05
65,Kalimantan Barat,255.939214,15.51146752,3,1,5.0009181233844e-05
2,Nusa Tenggara Barat,252.0,15.272727273000001,0,3,4.9239479460653066e-05
20,Sulawesi Selatan,250.0,15.15151515,0,1,4.884868994112407e-05
38,Papua Barat Daya,250.0,15.15151515,3,1,4.884868994112407e-05
20,Maluku,250.0,15.15151515,0,1,4.884868994112407e-05
81,Papua,248.776294,15.077351149999998,99,2,4.86095842012317e-05
32,Riau,248.174523,15.04088018,0,1,4.849200130125346e-05
28,Aceh,248.0,15.030303032,0,2,4.845790042159508e-05
2,Sulawesi Selatan,247.674773,15.010592302,0,3,4.839435277006115e-05
30,Kalimantan Barat,246.835004,14.959697208,5,4,4.823026630804848e-05
61,Papua Barat,244.324812,14.807564366,0,2,4.7739787945245724e-05
81,Sulawesi Utara,242.433349,14.692930245,1,3,4.737020598675728e-05
70,Aceh,242.013817,14.667504061999999,0,2,4.728823163240377e-05
32,Sulawesi Utara,239.79583,14.53308061,0,1,4.685484859537799e-05
17,Sulawesi Selatan,239.20905,14.497518187,0,2,4.6740194858243375e-05
13,Riau,238.189729,14.43574115,0,1,4.6541024876325474e-05
78,Kalimantan Barat,238.15705,14.433760606,0,3,4.653463957097113e-05
31,Sulawesi Tenggara,237.72919,14.4078297,4,1,4.645103796905829e-05
78,Sulawesi Tengah,235.89484000000002,14.29665697,31,4,4.6092615591484294e-05
60,Nusa Tenggara Barat,234.804086,14.23055067,0,1,4.5879487975692134e-05
63,Kalimantan Selatan,234.477697,14.210769514,0,4,4.5815713275447354e-05
80,Nusa Tenggara Timur,232.91405,14.116003027000001,0,2,4.551018484552588e-05
42,Bengkulu,232.9,14.115151515,0,4,4.550743954915118e-05
78,Maluku,232.69,14.10242424,1,1,4.546640664960064e-05
53,Kalimantan Utara,232.144249,14.06934842,1,1,4.535976976406441e-05
96,Lampung,230.0,13.93939394,0,1,4.4940794745834145e-05
11,Daerah Istimewa Yogyakarta,229.763108,13.925036846,6,2,4.4894507290404014e-05
62,Jawa Tengah,229.489666,13.908464604999999,3,7,4.4841078156504495e-05
2,Kepulauan Bangka Belitung,228.32,13.83757576,0,1,4.461253154942979e-05
37,Jawa Timur,227.872776,13.810471274000001,6,5,4.4525146323388876e-05
7,Papua Barat Daya,227.339907,13.77817618,0,1,4.442102651314793e-05
78,Maluku Utara,225.403455,13.660815455,0,3,4.404265393981245e-05
11,Maluku Utara,222.000001,13.45454552,20,1,4.3377636863112934e-05
20,Daerah Istimewa Yogyakarta,218.2394,13.226630307999999,2,3,4.2642835134147806e-05
11,Jambi,216.373,13.113515152,16,2,4.227815035452336e-05
41,Papua,216.1,13.096969697,66,4,4.222480758510765e-05
73,Jawa Tengah,212.717171,12.891949756999999,3,6,4.156382052532828e-05
63,Kalimantan Barat,212.011697,12.849193757,0,2,4.1425974602578176e-05
91,Kepulauan Riau,210.729375,12.771477273,2,2,4.1175415603447454e-05
52,Kalimantan Utara,210.34204599999998,12.748002789,28,3,4.109973354654262e-05
70,Sulawesi Utara,209.320911,12.686115816000001,24,2,4.090020911853051e-05
75,Jawa Timur,209.085,12.67181818,0,1,4.085411334535971e-05
53,Papua,207.578041,12.58048733,0,1,4.0559661453579764e-05
3,Riau,207.0,12.545454543999998,5,2,4.044671527125073e-05
38,Nusa Tenggara Barat,204.0,12.363636363000001,0,2,3.9860530991957246e-05
65,Sulawesi Selatan,203.881815,12.35647364,40,1,3.983743826227448e-05
74,Kepulauan Bangka Belitung,203.5,12.333333331999999,3,2,3.9762833612074995e-05
30,Nusa Tenggara Barat,202.47001799999998,12.270910182,2,3,3.9561580526623236e-05
43,Maluku Utara,202.0,12.242424239,13,2,3.9469741472428254e-05
86,Papua Tengah,202.0,12.24242424,5,1,3.9469741472428254e-05
13,Sumatera Barat,201.853,12.23351515,0,1,3.9441018442742875e-05
5,Kalimantan Barat,200.0,12.12121212,4,1,3.907895195289926e-05
69,Banten,200.0,12.12121212,0,1,3.907895195289926e-05
75,Bali,200.0,12.12121212,0,1,3.907895195289926e-05
21,Nusa Tenggara Timur,200.0,12.12121212,0,1,3.907895195289926e-05
39,Daerah Istimewa Yogyakarta,196.95318,11.93655636,0,1,3.848361929095359e-05
64,Papua Selatan,196.192102,11.890430424000002,8,2,3.833490863798155e-05
80,Bengkulu,196.131106,11.886733697,22,3,3.8322990339214955e-05
50,Kalimantan Tengah,194.41839,11.78293273,0,1,3.7988334607850145e-05
52,Sulawesi Barat,191.009,11.576303035,2,2,3.732215766785667e-05
53,Kalimantan Timur,190.0,11.515151516,2,2,3.712500435525429e-05
55,Sulawesi Barat,190.0,11.51515152,6,1,3.712500435525429e-05
63,Sulawesi Utara,185.028204,11.21383055,0,1,3.6153541470236206e-05
78,Kalimantan Tengah,179.79759,10.896823637,38,4,3.5131506904285406e-05
17,Daerah Istimewa Yogyakarta,178.173415,10.798388788,65,2,3.4814151620344896e-05
43,Bengkulu,172.0,10.424242425,1,2,3.360789867949336e-05
51,Kalimantan Selatan,170.0,10.3030303,0,1,3.321710915996437e-05
53,Maluku Utara,168.853347,10.233536182,0,2,3.2993059172496134e-05
18,Bali,168.0,10.18181818,0,1,3.282631964043538e-05
20,Maluku Utara,167.571661,10.15585824,0,1,3.274262444443261e-05
6,Papua Barat,165.0,10.0,17,1,3.224013536114189e-05
50,Papua Tengah,165.0,10.0,44,1,3.224013536114189e-05
78,Papua Tengah,164.518474,9.970816606,56,1,3.214604770405153e-05
73,Kalimantan Timur,163.6,9.915151515,2,2,3.196658269747159e-05
82,Sulawesi Utara,157.1,9.521212121,0,1,3.069651675900237e-05
74,Lampung,152.328216,9.232013089999999,0,3,2.97641351706743e-05
51,Papua Pegunungan,150.0,9.090909091,0,1,2.9309213964674446e-05
18,Nusa Tenggara Barat,150.0,9.090909091,4,1,2.9309213964674446e-05
16,Papua Barat Daya,150.0,9.090909091,0,1,2.9309213964674446e-05
62,Nusa Tenggara Timur,150.0,9.090909091,0,1,2.9309213964674446e-05
82,Sumatera Barat,145.1,8.793939394,0,1,2.8351779641828412e-05
53,Sumatera Utara,141.50391900000002,8.57599509,5,3,2.7649124258739744e-05
60,Banten,137.132,8.311030303,0,1,2.6794874196024907e-05
22,Kalimantan Selatan,136.186045,8.253699697,0,1,2.6610039546051883e-05
25,Daerah Istimewa Yogyakarta,135.806443,8.230693515,53,3,2.6535867304455758e-05
85,Sulawesi Tengah,133.2,8.072727273,0,1,2.6026582000630904e-05
2,Papua Tengah,128.51575400000002,7.788833576,0,2,2.511130487878311e-05
23,Sulawesi Barat,126.5,7.666666666999999,1,3,2.4717437110208778e-05
56,Sulawesi Barat,125.76500000000001,7.622121213,70,4,2.4573821961781875e-05
56,Gorontalo,124.252339,7.530444788,84,4,2.4278255929081757e-05
24,Nusa Tenggara Timur,121.382601,7.356521273,0,1,2.3717524161984707e-05
63,Jambi,121.31082199999999,7.35217103,5,3,2.3703498921523568e-05
32,Sumatera Utara,120.537,7.305272727,6,1,2.355229815773309e-05
24,Sumatera Barat,120.119892,7.279993455,0,1,2.3470797440277237e-05
96,Sumatera Utara,120.0,7.272727272,0,2,2.3447371171739555e-05
66,Sumatera Barat,118.713318,7.194746546,1,2,2.3195960251456255e-05
63,Sumatera Barat,117.111639,7.097675091,0,1,2.2883000568031412e-05
79,Sulawesi Barat,115.914567,7.025125273,0,1,2.264909897217061e-05
35,Papua Pegunungan,115.0,6.96969697,0,1,2.2470397372917073e-05
71,Sulawesi Utara,114.651,6.9485454540000005,32,2,2.2402204601759265e-05
62,Riau,113.313188,6.867465939000001,0,2,2.2140803147409203e-05
78,Papua,111.35,6.748484848,11,1,2.1757206499776658e-05
75,Sumatera Utara,111.0,6.727272727,0,1,2.168881833385909e-05
62,Sulawesi Selatan,109.97,6.664848485,0,1,2.1487561731301657e-05
71,Papua Barat,109.872,6.658909091,0,1,2.1468413044844738e-05
18,Daerah Istimewa Yogyakarta,107.722907,6.52866103,5,3,2.1048491534398178e-05
90,Sulawesi Selatan,106.0,6.424242424,17,1,2.0711844535036605e-05
11,Papua Pegunungan,105.0,6.363636364,0,1,2.051644977527211e-05
25,Kalimantan Selatan,105.0,6.363636364,4,1,2.051644977527211e-05
51,Maluku,102.5,6.212121212,0,1,2.002796287586087e-05
60,Bali,102.485373,6.211234728,0,2,2.0025104836709794e-05
38,Lampung,102.45405400000001,6.209336606,1,2,2.0018985268228732e-05
32,Sulawesi Selatan,102.0,6.181818182000001,0,2,1.9930265495978623e-05
24,Papua Barat Daya,100.982838,6.120172,2,1,1.9731517371347046e-05
96,Sumatera Selatan,100.0,6.060606061,0,1,1.953947597644963e-05
36,Sulawesi Tengah,100.0,6.060606061,1,1,1.953947597644963e-05
5,Sulawesi Tenggara,100.0,6.060606061,0,1,1.953947597644963e-05
22,Gorontalo,100.0,6.060606061,0,1,1.953947597644963e-05
77,Jambi,100.0,6.060606061,0,1,1.953947597644963e-05
81,Kalimantan Selatan,96.902317,5.872867697,0,3,1.8934204950838065e-05
63,Riau,96.766966,5.864664606,0,2,1.890775807470918e-05
63,Nusa Tenggara Barat,96.581069,5.853398121,0,1,1.887143477505324e-05
63,Lampung,95.795332,5.805777697,0,1,1.8717905882700162e-05
91,Sumatera Barat,94.72,5.74060606,0,5,1.8507791644893086e-05
86,Sulawesi Barat,92.62758,5.613792727,0,1,1.809894374166666e-05
93,Kalimantan Tengah,91.52,5.546666667,39,3,1.78825284136467e-05
81,Kalimantan Barat,90.823511,5.504455212,0,2,1.7746438112813083e-05
45,Nusa Tenggara Timur,88.80450400000001,5.382091151,29,3,1.735193472508525e-05
78,Kepulauan Bangka Belitung,88.67,5.373939394000001,0,2,1.7325653348317885e-05
96,Daerah Istimewa Yogyakarta,88.02644000000001,5.334935758,0,2,1.719990509672385e-05
63,Papua,86.207816,5.224716121,0,1,1.68445554971419e-05
65,Jawa Tengah,85.93111400000001,5.207946303,1,2,1.6790489376325545e-05
93,Bengkulu,85.610915,5.188540303,0,4,1.6727924169643713e-05
81,Gorontalo,85.323511,5.171121879,2,1,1.6671766934108357e-05
62,Sumatera Barat,83.2,5.042424242,0,1,1.6256844012406092e-05
81,Sumatera Barat,82.737534,5.014396,0,1,1.6166480579436842e-05
55,Gorontalo,80.08447,4.853604242,0,1,1.564808577651701e-05
66,Jambi,80.0,4.848484848,4,1,1.5631580781159703e-05
15,Bali,79.986963,4.8476947280000005,3,2,1.5629033419676656e-05
29,Kalimantan Timur,78.7054,4.770024242,0,2,1.5378622725168585e-05
78,Sumatera Barat,78.59809999999999,4.763521212000001,0,2,1.5357656867445852e-05
45,Maluku,78.322194,4.746799636,0,1,1.530374628085827e-05
37,Sumatera Utara,78.189727,4.738771333,1,2,1.5277862923216552e-05
81,Daerah Istimewa Yogyakarta,77.75,4.712121212,4,2,1.5191942571689586e-05
93,Kalimantan Utara,77.452,4.694060606,1,1,1.5133714933279767e-05
53,Papua Barat Daya,76.827297,4.656199818,0,1,1.5011651240670607e-05
25,Jambi,75.0,4.545454545,2,1,1.4654606982337223e-05
31,Nusa Tenggara Timur,75.0,4.545454545,5,1,1.4654606982337223e-05
19,Nusa Tenggara Barat,75.0,4.545454545,0,1,1.4654606982337223e-05
95,Bengkulu,75.0,4.545454545,0,1,1.4654606982337223e-05
31,Lampung,75.0,4.545454545,0,1,1.4654606982337223e-05
69,Nusa Tenggara Barat,74.798967,4.533270727,0,1,1.4615326187597486e-05
66,Nusa Tenggara Barat,74.798967,4.533270727,0,1,1.4615326187597486e-05
73,Sulawesi Selatan,74.46425,4.512984848,5,1,1.4549924239793394e-05
33,Aceh,73.80760000000001,4.473187878,0,2,1.4421618270794036e-05
33,Kepulauan Bangka Belitung,72.943164,4.420797818,0,1,1.4252712006242254e-05
81,Maluku Utara,72.0,4.363636364,0,1,1.4068422703043732e-05
19,Daerah Istimewa Yogyakarta,72.0,4.363636364,0,1,1.4068422703043732e-05
78,Bengkulu,70.898409,4.296873273,27,1,1.3853177594240001e-05
32,Kalimantan Timur,70.0,4.242424242,0,1,1.367763318351474e-05
20,Bengkulu,70.0,4.242424242,0,1,1.367763318351474e-05
60,Sumatera Utara,68.956,4.179151515,3,1,1.3473641054320607e-05
49,Gorontalo,68.7427,4.166224242,2,2,1.343196335206284e-05
96,Papua Barat Daya,67.0,4.06060606,1,2,1.3091448904221252e-05
65,Kepulauan Riau,65.636377,3.977962242,1,1,1.282500411572691e-05
29,Riau,65.067222,3.943468,0,1,1.2713794211233148e-05
77,Lampung,64.265127,3.894856182,9,1,1.2557069051399845e-05
65,Riau,61.030678,3.69882897,0,1,1.1925074666074329e-05
74,Sulawesi Selatan,60.8,3.684848485,0,1,1.1880001393681374e-05
53,Jambi,60.559925,3.670298485,4,3,1.1833091996730912e-05
73,Sumatera Utara,60.202001,3.648606121,3,1,1.1763155522736966e-05
43,Papua,60.1,3.642424242,2,1,1.1743225061846227e-05
22,Kalimantan Utara,60.0,3.636363636,0,1,1.1723685585869777e-05
82,Aceh,60.0,3.6363636359999996,17,3,1.1723685585869777e-05
79,Sumatera Selatan,60.0,3.636363636,6,1,1.1723685585869777e-05
53,Kalimantan Tengah,59.6388,3.614472727,0,1,1.1653108998642843e-05
72,Daerah Istimewa Yogyakarta,59.555556,3.609427637,3,4,1.1636843557261007e-05
82,Sulawesi Barat,59.11403,3.5826684849999997,0,2,1.1550571690561227e-05
2,Aceh,56.0,3.393939394,0,1,1.0942106546811793e-05
22,Bali,55.045,3.336060606,0,1,1.0755504551236699e-05
26,Sumatera Utara,51.8,3.139393939,2,1,1.0121448555800908e-05
53,Kalimantan Barat,51.581307,3.126139818,0,1,1.0078717089603731e-05
81,Sulawesi Tenggara,51.0,3.090909091,2,1,9.965132747989312e-06
96,Kalimantan Timur,50.2,3.0424242419999996,3,2,9.808816940177713e-06
74,Sumatera Utara,50.04,3.032727272,0,2,9.777553778615393e-06
39,Riau,50.00003,3.030304848,0,1,9.769743850067609e-06
95,Sumatera Selatan,50.0,3.03030303,0,1,9.769737988224815e-06
26,Nusa Tenggara Barat,50.0,3.03030303,5,1,9.769737988224815e-06
32,Papua Tengah,50.0,3.03030303,0,1,9.769737988224815e-06
13,Bali,50.0,3.03030303,0,1,9.769737988224815e-06
69,Jawa Barat,50.0,3.03030303,4,1,9.769737988224815e-06
8,Papua,50.0,3.03030303,0,1,9.769737988224815e-06
75,Jawa Tengah,50.0,3.03030303,0,1,9.769737988224815e-06
32,Maluku Utara,50.0,3.03030303,0,1,9.769737988224815e-06
53,Nusa Tenggara Barat,49.989,3.029636364,0,3,9.767588645867405e-06
82,Sulawesi Tengah,49.965,3.028181818,0,1,9.762899171633058e-06
37,Sulawesi Tengah,48.787353,2.9568092729999997,0,2,9.532793118980677e-06
74,Sumatera Barat,48.2,2.921212121,0,2,9.418027420648722e-06
43,Kepulauan Bangka Belitung,47.36,2.87030303,0,1,9.253895822446543e-06
74,Nusa Tenggara Timur,45.05,2.73030303,0,3,8.802533927390558e-06
8,Papua Pegunungan,45.0,2.727272727,0,1,8.792764189402333e-06
31,Bengkulu,43.336427,2.626450121,4,1,8.46771074271663e-06
45,Gorontalo,42.859829000000005,2.597565394,7,3,8.374585991002392e-06
27,Kalimantan Timur,42.820475,2.595180303,4,1,8.36689642562662e-06
49,Kalimantan Utara,42.3,2.563636363,0,3,8.265198338038192e-06
65,Kalimantan Timur,42.164979,2.555453273,10,2,8.23881594218003e-06
25,Bali,41.88,2.538181818,3,1,8.183132538937105e-06
95,Sulawesi Selatan,41.1,2.490909091,0,2,8.030724626320798e-06
65,Nusa Tenggara Barat,40.626,2.462181818,0,1,7.938107510192427e-06
61,Papua Barat Daya,40.0,2.424242424,0,1,7.815790390579852e-06
36,Lampung,40.0,2.424242424,0,1,7.815790390579852e-06
75,Jawa Barat,39.111399,2.370387818,0,1,7.64216241165836e-06
65,Jambi,39.101024,2.36975903,2,1,7.640135191025803e-06
82,Kalimantan Barat,38.700415,2.345479697,2,3,7.561858291711308e-06
63,Aceh,38.530566,2.335185818,0,1,7.5286706871600686e-06
25,Gorontalo,38.329292,2.322987394,1,1,7.4893428022832305e-06
3,Gorontalo,38.0,2.303030303,0,1,7.42500087105086e-06
79,Papua,37.939,2.299333333,0,1,7.413081790705225e-06
29,Kalimantan Utara,35.0,2.121212121,0,1,6.83881659175737e-06
74,Riau,35.0,2.121212121,0,1,6.83881659175737e-06
90,Nusa Tenggara Barat,35.0,2.121212121,0,1,6.83881659175737e-06
27,Kalimantan Utara,35.0,2.121212121,0,1,6.83881659175737e-06
78,Papua Barat,32.398233,1.963529273,0,2,6.330444953829175e-06
12,Lampung,32.089633,1.944826242,1,1,6.270146130965852e-06
3,Kalimantan Tengah,31.5455,1.911848485,0,1,6.163825394150918e-06
55,Papua,31.243,1.893515152,71,1,6.104718479322158e-06
51,Daerah Istimewa Yogyakarta,30.555554,1.851851758,16,1,5.970395133301094e-06
93,Maluku Utara,30.42525,1.843954545,0,1,5.9449344145247404e-06
53,Kepulauan Bangka Belitung,30.0,1.818181818,0,1,5.861842792934889e-06
38,Gorontalo,30.0,1.818181818,2,1,5.861842792934889e-06
53,Sulawesi Selatan,30.0,1.818181818,0,1,5.861842792934889e-06
16,Aceh,28.2635,1.712939394,0,1,5.522539792603841e-06
53,Bengkulu,28.125602,1.704581939,0,1,5.495595246021836e-06
17,Bali,28.0,1.696969697,0,1,5.471053273405897e-06
19,Sulawesi Barat,28.0,1.696969696,0,3,5.471053273405897e-06
70,Kalimantan Utara,27.42857,1.662337576,0,1,5.35939884583367e-06
65,Kalimantan Selatan,27.375794,1.65913903,14,1,5.349086691992338e-06
53,Nusa Tenggara Timur,27.335,1.656666667,0,1,5.341115758162506e-06
95,Kalimantan Barat,27.0,1.636363636,0,2,5.2756585136413995e-06
50,Gorontalo,25.8165,1.564636364,0,1,5.044408815460119e-06
24,Daerah Istimewa Yogyakarta,25.0,1.515151515,7,1,4.884868994112408e-06
8,Papua Tengah,25.0,1.515151515,5,1,4.884868994112408e-06
74,Sulawesi Barat,25.0,1.515151515,0,1,4.884868994112408e-06
