kbli_kode,provinsi,total_investasi_rp_juta,total_investasi_us_ribu,total_tki,row_count,percentage_share
3,Bengkulu,25395.010098,1539.09152109,41,4,0.004962051897315667
16,Banten,25298.979344,1533.271475442606,120,10,0.004943287991207834
41,Aceh,24750.864998,1500.052424146,18,12,0.00483618932024769
9,Jawa Tengah,24428.442774,1480.511683065,124,5,0.0047731897072464755
71,Banten,24366.514868,1476.7584770600001,314,10,0.0047610893189308865
82,Bali,24347.964055,1475.634185078,55,60,0.004757464587281316
64,Sulawesi Selatan,24300.126803,1472.734957752,158,22,0.004748117438918982
71,Sumatera Utara,24207.483506,1467.120212373,8,4,0.004730015424157876
11,Sumatera Utara,24155.422995,1463.96502972,0,6,0.004719843073117814
80,Sumatera Utara,24154.765996,1463.925211486,246,6,0.004719714698956044
49,Jambi,24135.445649,1462.7542816,134,4,0.004715939604395412
7,Lampung,24006.81666,1454.958585,13,1,0.004690806173991007
55,Kalimantan Barat,23978.639499,1453.250878509,151,4,0.004685300504386567
64,Aceh,23910.101989,1449.0970904179999,66,8,0.00467190863408526
77,Sumatera Selatan,23783.1796,1441.404823978,324,8,0.004647108664377869
21,Daerah Khusus Ibukota Jakarta,23712.321060000002,1437.110366582,289,9,0.004633263276977307
62,Bali,23413.525054,1419.00151846,135,34,0.004574880103166345
47,Kepulauan Bangka Belitung,23183.194645,1405.04209976,219,7,0.004529874748233332
42,Nusa Tenggara Timur,23090.579317,1399.4290495540001,23,18,0.004511778198468262
77,Kalimantan Tengah,22981.054422,1392.791177073,0,3,0.004490377607921505
50,Jawa Barat,22892.50405,1387.424487309,6,3,0.004473075329257508
52,Sulawesi Utara,22832.377074,1383.780428714,96,8,0.004461326833226623
21,Sumatera Utara,22591.221679,1369.164949697,2,3,0.004414206332754685
86,Sulawesi Tenggara,22532.479717,1365.60483118,103,3,0.0044027284612016
8,Kalimantan Selatan,22369.749302,1355.742382043,77,8,0.004370931790856299
80,Jambi,22323.030937,1352.910965818,53,3,0.0043618032671505335
1,Sulawesi Barat,22290.182685,1350.9201629969998,29,4,0.00435538489084231
20,Nusa Tenggara Barat,22187.23352,1344.68081961,0,2,0.00433526916347918
23,Sulawesi Tengah,21885.732349,1326.408021081,1010,6,0.00427635741460292
68,Lampung,21881.28336,1326.138385613,11,14,0.004275488105466071
53,Jawa Timur,21601.267314999997,1309.167715963606,15,7,0.00422077443762309
86,Kepulauan Bangka Belitung,21480.801485,1301.866756745,138,5,0.00419723604571041
47,Jambi,21440.238823,1299.408413539,620,12,0.004189310314113512
46,Kalimantan Utara,21336.972776,1293.149865394,30,6,0.004169132669668118
90,Bali,21229.907132,1286.661038232,55,25,0.004148212603879706
9,Maluku Utara,21017.239507000002,1273.772091157,139,4,0.004106658464383146
52,Sumatera Barat,21002.686554,1272.890094227,40,7,0.004103814893627847
52,Lampung,20763.955759,1258.421561095,101,17,0.004057168147290434
5,Sumatera Barat,20527.122649999998,1244.068039754,54,4,0.0040108921988531
77,Bali,20456.587252,1239.793166833,26,37,0.003997109951705997
68,Bengkulu,20399.387589,1236.3265202110001,98,7,0.003985933437295502
46,Kalimantan Tengah,20348.811088,1233.261278112,307,14,0.003976051054032878
13,Kepulauan Riau,20220.236738,1225.468893392,0,3,0.003950928299802752
50,Bali,20209.41394,1224.812965831,116,10,0.003948813581787562
71,Jawa Timur,20026.511721,1213.7279830779999,293,17,0.003913075446645664
74,Jambi,20000.0,1212.121212,0,1,0.003907895195289926
64,Sumatera Barat,19967.181224,1210.132195384,66,12,0.003901482578437641
5,Riau,19871.336698,1204.32343642,0,3,0.0038827550603051293
96,Daerah Khusus Ibukota Jakarta,19815.192544,1200.920760196,434,11,0.0038717847868221184
9,Kepulauan Riau,19736.242682,1196.135920061,45,6,0.003856358397503188
9,Jambi,19601.84006,1187.990307253,0,4,0.0038300968294657798
45,Kepulauan Riau,19601.13799,1187.947756753,94,3,0.0038299596486667913
86,Kalimantan Selatan,19541.175323,1184.3136561699998,167,6,0.0038182432577534885
10,Nusa Tenggara Timur,19468.240171,1179.89334374,69,8,0.003803992111250061
46,Maluku Utara,19422.530656,1177.123070023,61,15,0.0037950607115476843
81,Banten,19268.941813,1167.814655314818,363,10,0.003765050256467193
42,Kalimantan Timur,18898.580302000002,1145.368503213,105,10,0.0036926835579993325
25,Sumatera Utara,18795.037706,1139.093194306,35,7,0.003672451877328519
18,Kepulauan Riau,18632.07497,1129.216665,2,1,0.003640609812677235
68,Papua,18608.5,1127.787879,0,1,0.003636003387077629
3,Banten,18567.867193,1125.325284365,218,9,0.0036280639495153066
72,Daerah Khusus Ibukota Jakarta,18449.292503,1118.138939550242,160,14,0.0036048950764486073
16,Kalimantan Barat,18447.852827000002,1118.051686529,4,6,0.003604613771302449
64,Papua Tengah,18432.525212,1117.12274003,13,2,0.0036016188356517613
41,Sulawesi Utara,18405.955710000002,1115.51246736,101,5,0.0035964272941914088
81,Jawa Barat,18341.181137,1111.586735349,237,21,0.0035837706820612257
41,Sulawesi Barat,18324.849000000002,1110.5969089740001,28,5,0.0035805794680756706
46,Bengkulu,18246.62295,1105.855936517,265,11,0.0035652945078285944
16,Jambi,18228.03063,1104.7291291819997,28,4,0.00356166166592873
77,Kepulauan Riau,18121.73443,1098.2869351049999,25,7,0.003540891945465851
11,Riau,17761.159043,1076.4338814,1,2,0.0034704374043459953
14,Bali,17568.536265000002,1064.759773728,118,16,0.0034327999229135163
1,Gorontalo,17536.170865,1062.79823449,95,4,0.003426475893355834
82,Jawa Tengah,17348.161568,1051.403731426,250,23,0.0033897398619350274
56,Nusa Tenggara Timur,17313.113239000002,1049.279589936,204,19,0.003382891602109925
49,Lampung,17235.91985,1044.60120266,30,7,0.0033678084184108623
41,Sumatera Selatan,17191.3149,1041.8978728680001,70,9,0.0033590928449213054
30,Jawa Tengah,17042.25643,1032.864026172,330,13,0.003329967600984793
53,Jawa Barat,16999.001251,1030.242500112,20,13,0.003321515765675517
45,Sumatera Utara,16890.877848,1023.689566688,260,12,0.003300389019321412
77,Riau,16824.261286,1019.652199009,37,5,0.0032873724921930855
1,Sulawesi Tengah,16713.391658,1012.932827921,240,9,0.0032657091478648466
20,Kepulauan Bangka Belitung,16617.70992,1007.133934,0,1,0.003247013437654487
10,Papua Barat Daya,16592.734569,1005.6202769480001,47,4,0.003242133384945808
78,Bali,16524.762394999998,1001.500751281,160,18,0.0032288519783364067
2,Papua Barat,16427.841515,995.626758447,48,6,0.003209914146272644
26,Jawa Timur,16320.829821,989.141201289,337,14,0.0031890046220315223
70,Nusa Tenggara Barat,16237.912187,984.115890135,15,21,0.0031728029508558517
73,Kalimantan Selatan,16225.49106,983.3630945,0,1,0.003170375927729682
10,Daerah Istimewa Yogyakarta,16071.024801,974.0015031406061,234,5,0.003140194030160657
36,Sumatera Utara,16045.762398,972.470448523,16,4,0.003135257888995398
45,Riau,15965.805059,967.624548742,261,12,0.0031196346439500843
93,Daerah Istimewa Yogyakarta,15843.143356,960.1905064800001,43,4,0.003095667189960096
60,Lampung,15792.84105,957.1418818,0,1,0.0030858383829636257
3,Nusa Tenggara Timur,15763.327907,955.3532065100001,166,11,0.0030800716694772455
71,Lampung,15722.462626,952.8765230199999,4,2,0.0030720868077135414
62,Jawa Timur,15708.083998,952.005090707,165,7,0.0030692772991497384
93,Sulawesi Utara,15657.590207,948.944861103,4,9,0.0030594110769876946
37,Jawa Barat,15592.141893,944.978296534,77,12,0.0030466228193966735
59,Sumatera Utara,15578.028455,944.1229366130001,68,8,0.003043865127569212
41,Sulawesi Tengah,15527.37267,941.052889099,48,4,0.0030339672526284557
45,Maluku Utara,15392.21473,932.861498464,12,3,0.003007558099411891
93,Nusa Tenggara Timur,15332.321377,929.231598549,23,19,0.002995855252090966
30,Sulawesi Tenggara,15319.54403,928.457213766,68,3,0.0029933586254434733
7,Kalimantan Tengah,15234.727595,923.3168236099999,23,5,0.0029767859385025673
32,Daerah Istimewa Yogyakarta,15219.588203,922.3992851859999,133,5,0.0029738277806397465
78,Kalimantan Selatan,15125.228990000001,916.680545058,5,5,0.0029553904848840453
61,Papua Tengah,15077.59503,913.7936379,0,1,0.002946083058713213
52,Papua,15044.647204,911.796800162,25,4,0.0029396452261671807
55,Kalimantan Timur,15041.243038,911.590487102,166,8,0.0029389800699694125
81,Jawa Tengah,15033.587585000001,911.1265202840001,44,12,0.002937484234569589
2,Jawa Barat,14770.797526,895.199849975,11,13,0.0028861364341227864
14,Daerah Khusus Ibukota Jakarta,14758.472443,894.452875265,938,8,0.0028837281774909238
56,Sumatera Selatan,14732.859088000001,892.900550841,244,13,0.002878723462143936
64,Lampung,14716.165587,891.888823433,46,9,0.0028754616395264125
42,Sulawesi Tengah,14579.182562,883.586821932,89,7,0.0028486958742647236
41,Nusa Tenggara Timur,14502.2855,878.926393956,1,6,0.002833670591308638
3,Sulawesi Tengah,14424.713393,874.2250540809999,56,8,0.002818513408096947
49,Nusa Tenggara Barat,14281.920332,865.570929163,7,5,0.002790612392246815
45,Daerah Istimewa Yogyakarta,14281.325173999998,865.534858971,220,5,0.0027904961014923826
35,Gorontalo,14228.524577,862.334822874,19,5,0.002780179141526146
16,Kalimantan Timur,14207.704254,861.072985077,30,4,0.002776110959515342
47,Papua,14181.560323000002,859.488504401,142,9,0.0027710025723982974
8,Kepulauan Bangka Belitung,14138.604822000001,856.885140838,21,6,0.002762609292599839
70,Jawa Tengah,14053.421534,851.72251716,180,14,0.0027459649245051287
10,Papua Tengah,14025.601252000002,850.036439206,11,3,0.0027405289871871587
11,Sulawesi Utara,13964.441432000001,846.329783724,30,6,0.002728578678851019
78,Jawa Tengah,13926.617142000001,844.0374025179999,154,25,0.002721188010793206
30,Kalimantan Timur,13877.535724,841.062770817,315,4,0.002711597758914195
25,Riau,13828.461039000002,838.088547738,13,5,0.002702008822628102
13,Daerah Khusus Ibukota Jakarta,13773.877016,834.780425191,73,6,0.002691343390567037
16,Gorontalo,13743.903001,832.96381818,23,2,0.002685486625106935
22,Riau,13468.059492,816.24602971,53,4,0.002631588248933284
82,Kepulauan Riau,13434.727499999999,814.225909091,8,4,0.0026250753523639715
91,Jawa Barat,13413.712271999999,812.952258902,13,5,0.0026209690869375157
46,Aceh,13320.808699000001,807.3217392946061,135,25,0.0026028162156099175
59,Jawa Tengah,13278.920519,804.783061709,38,13,0.002594631484741845
47,Maluku Utara,13224.547444,801.4877238209999,20,9,0.002584007270814563
68,Gorontalo,13221.3565,801.294333347,27,5,0.0025833837770782614
20,Sulawesi Tenggara,13205.317597,800.322278834,90,3,0.0025802498594796903
56,Sulawesi Tengah,13155.860512,797.3248795229999,165,7,0.002570586204237463
64,Daerah Istimewa Yogyakarta,13147.093191,796.7935267500001,103,6,0.00256887311565689
12,Kalimantan Timur,13000.0,787.8787879,16,1,0.0025401318769384517
42,Sulawesi Utara,12893.155069999999,781.4033377100001,370,5,0.0025192549375090472
55,Papua Barat Daya,12838.128827999999,778.068413859,36,8,0.002508503098172714
47,Papua Tengah,12629.172249000001,765.404378443,31,3,0.0024676740776177985
43,Lampung,12590.199999999999,763.042424224,11,2,0.002460059104386961
42,Lampung,12575.379873,762.1442347679999,53,15,0.002457163329232117
50,Sulawesi Tengah,12564.801510000001,761.503121787,0,4,0.00245509637253503
45,Sumatera Barat,12388.818709000001,750.8374974870001,46,13,0.0024207102554109523
61,Papua,12254.83951,742.7175463389999,0,2,0.0023945314220089075
52,Nusa Tenggara Timur,12151.238748,736.438711843,217,11,0.002374288376006499
42,Bali,12148.32377,736.262046681,43,10,0.00237371880458047
15,Daerah Istimewa Yogyakarta,12116.575345,734.337899479,236,8,0.0023675153287046934
11,Kalimantan Selatan,12031.101009,729.157636964,1,3,0.0023508140913559438
25,Sumatera Selatan,12019.181168000001,728.435222342,82,4,0.0023484850168873183
42,Kalimantan Barat,11992.699531000002,726.830274684,179,12,0.0023433106437875328
64,Nusa Tenggara Barat,11916.798474000001,722.230210576,58,11,0.0023284799749891463
41,Kalimantan Barat,11723.112281999998,710.491653476,4,6,0.0022906347080336054
80,Sulawesi Selatan,11571.655405,701.312448821,32,6,0.00226104082793751
56,Jambi,11507.961477,697.452210702,138,8,0.002248595368177493
81,Kalimantan Timur,11491.014638,696.425129632,8,4,0.0022452840446423204
8,Lampung,11458.69791,694.466539967,45,9,0.002238969525338386
93,Sulawesi Selatan,11339.395828,687.236110801,38,12,0.0022156585236865916
72,Jawa Barat,11283.958942,683.876299523,225,15,0.0022048264466645296
24,Maluku,11238.95918,681.1490413,20,1,0.0021960337289790802
25,Sulawesi Tengah,11225.0,680.3030302909999,42,3,0.002193306178356471
68,Sulawesi Barat,11215.639597000001,679.735733232,23,5,0.002191477204660987
31,Sumatera Barat,11164.6085,676.6429391,2,1,0.0021815059957221534
8,Maluku Utara,11164.085297,676.611230048,1,5,0.00218140376459766
3,Sulawesi Barat,11015.98835,667.635657558,8,3,0.0021524663972167395
50,Jawa Tengah,10971.71833,664.952626085,4,5,0.0021438162672940703
46,Papua Tengah,10905.628033,660.947153531,49,3,0.0021309025695889915
47,Maluku,10816.376932,655.537995806,23,10,0.0021134633721503794
77,Sumatera Utara,10663.092249000001,646.248014978,26,6,0.002083512348340018
25,Sulawesi Utara,10652.52546,645.6076039,2,1,0.0020814476531418806
5,Jambi,10618.779865,643.562416125,24,6,0.0020748539407137454
96,Jawa Barat,10570.615891,640.643387252,3,12,0.0020654429525847114
38,Kalimantan Barat,10563.42842,640.2077830090001,1,2,0.002064038558415353
26,Daerah Istimewa Yogyakarta,10559.612411,639.97650953,10,4,0.0020632929302535383
41,Riau,10432.540662,632.275191593,10,6,0.002038463776384829
41,Papua Barat Daya,10381.650936,629.19096581,2,2,0.002028520190598578
22,Sumatera Selatan,10369.482635,628.453493035,69,9,0.002026142568347941
49,Bali,10349.541225,627.2449226690001,0,6,0.002022246121331626
55,Jambi,10339.267236,626.622256673,37,3,0.0020202386377191476
49,Sulawesi Selatan,10266.758665,622.227797885,62,8,0.0020060708429077354
42,Papua,10233.000309,620.181836923,55,3,0.001999474637047071
47,Kalimantan Utara,10231.211502,620.07342434,64,5,0.001999125113533041
16,Papua Barat,10217.11397,619.219028594,13,2,0.001996370529654629
79,Jawa Timur,10145.60032,614.884867835,29,9,0.001982397137192997
8,Sumatera Selatan,10142.063901,614.6705394119999,0,6,0.001981706139452065
41,Lampung,10125.93991,613.693327734,33,3,0.001978555596104175
8,Sumatera Utara,10078.193000000001,610.799575736,13,7,0.0019692261000952282
79,Jambi,10010.0,606.666666706,3,2,0.001955901545242608
10,Sulawesi Tenggara,9933.967638,602.058644684,85,11,0.0019410452201352906
46,Papua,9929.948669,601.815070882,34,8,0.0019402599346530348
93,Lampung,9917.750385,601.07578095,2,10,0.0019378764538813154
78,Kepulauan Riau,9906.636419999999,600.4022072820001,108,4,0.0019357048433601095
56,Daerah Istimewa Yogyakarta,9777.006686,592.545859706,456,14,0.0019103758726268442
56,Sulawesi Utara,9690.888952,587.3266030990001,458,10,0.0018935489186804508
33,Sumatera Selatan,9685.256822,586.985261863,10,5,0.0018924484299921388
66,Banten,9655.884155999998,585.205100328,100,4,0.0018867091649754258
32,Daerah Khusus Ibukota Jakarta,9582.8106,580.776399963,419,16,0.0018724309750556688
29,Maluku Utara,9531.755899,577.6821757,0,1,0.0018624551540189253
71,Kalimantan Timur,9530.921763999999,577.63162211,146,10,0.001862292168410989
68,Aceh,9527.9601,577.452127301,1,7,0.0018617134747852062
96,Kepulauan Riau,9412.372402,570.446812206,29,2,0.0018391282443027649
1,Maluku Utara,9397.237523,569.5295468850001,43,2,0.0018361709682564952
93,Riau,9367.864,567.74933327,3,5,0.0018304315357864733
71,Kalimantan Selatan,9325.728821,565.195686132,66,5,0.0018221985426081341
86,Sulawesi Tengah,9268.728568,561.7411253500001,83,3,0.0018110609918666838
70,Jambi,9218.651378,558.706144161,0,2,0.0018012761713569528
61,Papua Selatan,9209.474467,558.1499677,0,1,0.0017994830510367275
55,Sumatera Barat,9110.247863,552.136234203,74,21,0.0017800946925859008
80,Banten,9027.345789,547.1118660239999,298,11,0.0017638960617526922
42,Sulawesi Barat,8985.559704,544.579376028,70,5,0.001755731279712618
64,Jambi,8983.428226,544.450195489,74,7,0.001755314800080865
71,Bali,8977.457132,544.088310995,54,11,0.0017541480796032037
10,Nusa Tenggara Barat,8976.185024999999,544.011213624,10,8,0.001753899516561544
55,Sulawesi Tenggara,8926.605939,541.006420554,128,4,0.0017442120229632307
36,Kalimantan Selatan,8902.486916000002,539.544661615,1,5,0.0017394992922583918
91,Bali,8867.551501,537.427363712,0,2,0.0017326730952371932
41,Kalimantan Selatan,8819.241302,534.499472831,45,7,0.0017232335355094135
45,Papua,8795.0004,533.0303273,11,1,0.001718496990286649
2,Banten,8571.384406000001,519.47784275,25,4,0.0016748035968595198
23,Sumatera Barat,8564.148344000001,519.039293568,20,5,0.0016733897082633889
45,Sulawesi Utara,8562.182891,518.920175198,41,5,0.0016730056690466254
43,Bali,8397.323907,508.928721687,3,7,0.0016407930874729262
3,Maluku,8334.829026,505.141153109,63,7,0.0016285819152134207
7,Banten,8317.361111,504.08249153,24,3,0.001625168776158409
8,Sulawesi Utara,8270.457,501.23981820000006,35,2,0.0016160039586575969
8,Sulawesi Selatan,8197.109521,496.7945164259999,0,5,0.0016016722456190602
85,Sulawesi Selatan,8147.6080600000005,493.794427921,11,5,0.0015919999195389738
3,Kepulauan Riau,8051.291150000001,487.95703939000003,112,5,0.0015731801000482652
46,Gorontalo,8026.560174,486.458192402,70,6,0.0015683477969340037
71,Jawa Tengah,7974.492633000001,483.30258376200004,1660,12,0.0015581740722687806
36,Nusa Tenggara Barat,7974.433016,483.2989707,0,1,0.0015581624234193875
23,Sulawesi Selatan,7888.9719749999995,478.119513587,53,9,0.0015414637838439688
19,Kepulauan Riau,7858.741118,476.28734049999997,0,2,0.0015355568328029791
49,Sulawesi Tengah,7839.202512,475.103182542,31,10,0.001531739091577476
35,Sulawesi Barat,7791.536969999999,472.21436181499996,3,5,0.0015224254944493413
56,Kepulauan Riau,7781.828087,471.625944641,266,6,0.0015205284295879747
1,Sulawesi Selatan,7715.858446,467.62778457,58,14,0.0015076383074330297
8,Sumatera Barat,7706.642863,467.06926446,11,5,0.0015058376308066548
3,Sulawesi Tenggara,7658.000001,464.121212206,44,3,0.0014963330704719075
47,Sumatera Barat,7613.343710000001,461.41477034200005,59,15,0.001487607465219989
59,Riau,7547.842517,457.44500105000003,30,5,0.0014748088753494659
1,Sulawesi Utara,7531.201089,456.436429643,30,5,0.0014715572275232679
35,Papua Barat Daya,7515.559087,455.48842955799995,0,2,0.001468500862300242
56,Sumatera Barat,7511.227795000001,455.225926963,78,21,0.0014676545505404323
71,Sumatera Selatan,7471.2654,452.80396361300006,25,6,0.0014598461079697934
23,Bali,7469.937354000001,452.72347596000003,0,4,0.0014595866147406671
56,Kalimantan Timur,7453.398826999999,451.721140987,465,19,0.0014563550732306432
33,Jambi,7394.8792189999995,448.17449811,6,2,0.0014449206484839707
81,Nusa Tenggara Barat,7386.317857999999,447.65562780000005,0,4,0.0014432478034081186
20,Bali,7375.645259,447.008803588,8,9,0.001441162433490451
22,Kalimantan Barat,7300.008788,442.42477501800005,35,5,0.0014263834634099717
36,Kalimantan Tengah,7299.605095,442.4003088,0,1,0.001426304583913218
16,Bali,7273.648399,440.8271757,0,1,0.001421232781534018
80,Nusa Tenggara Barat,7240.924966,438.843937355,38,2,0.0014148387942043133
53,Aceh,7169.941242,434.5418935,0,1,0.0014009689465061441
28,Sumatera Utara,7076.368896,428.870842122,69,4,0.0013826854004388737
77,Sumatera Barat,6986.324116000001,423.41358275000005,2,2,0.001365091122282727
77,Jawa Tengah,6904.472796,418.45289675,33,15,0.0013490978032749202
23,Aceh,6901.140871,418.25096186599995,0,3,0.0013484467625899917
80,Kalimantan Barat,6880.185912000001,416.98096436000003,43,3,0.001344352273410312
64,Kepulauan Bangka Belitung,6851.537489,415.244696309,35,6,0.0013387545216805951
52,Gorontalo,6789.058848,411.45811201600003,107,4,0.0013265465226319879
16,Sumatera Utara,6788.559698,411.427860524,182,5,0.0013264489913376515
95,Jawa Barat,6683.391181,405.054010933,77,12,0.0013058996142236482
23,Nusa Tenggara Barat,6664.54315,403.91170609100004,0,5,0.0013022168077343695
80,Daerah Istimewa Yogyakarta,6658.8440900000005,403.56630853,121,4,0.001301103241274786
35,Maluku,6566.63065,397.977615188,1,5,0.001283085218318928
8,Kalimantan Tengah,6560.398095,397.599884582818,44,11,0.0012818674097319841
3,Bali,6548.993608,396.90870349299996,243,5,0.0012796390327343818
43,Sumatera Selatan,6410.498939,388.515087184,108,8,0.0012525779001564632
70,Daerah Istimewa Yogyakarta,6400.6865530000005,387.920397176,3,5,0.001250660611351277
14,Daerah Istimewa Yogyakarta,6290.1293160000005,381.219958545,319,7,0.0012290583065874354
53,Riau,6238.306899,378.079206,0,1,0.001218932477867305
23,Sulawesi Utara,6217.937954999999,376.8447246,11,3,0.0012149524929477684
52,Kepulauan Bangka Belitung,6172.250283,374.07577469,30,6,0.0012060253612531293
50,Nusa Tenggara Timur,6102.586981,369.8537564,17,9,0.0011924135170944376
53,Kepulauan Riau,6050.2012589999995,366.678864191,0,2,0.001182177621529158
70,Nusa Tenggara Timur,6026.113755,365.21901543,1,8,0.0011774710494717518
25,Sulawesi Tenggara,6004.521217,363.9103768,0,1,0.001173251980696536
2,Daerah Istimewa Yogyakarta,6001.183,363.70806057,0,2,0.001172599710587779
2,Daerah Khusus Ibukota Jakarta,5973.046351,362.002809164,46,7,0.0011671019568158462
41,Sumatera Barat,5905.478755,357.907803295,22,7,0.0011538996026275617
59,Kalimantan Timur,5864.479393,355.422993552,33,5,0.001145888542139074
38,Bali,5835.610326,353.673353144,26,7,0.0011402476777279838
59,Lampung,5809.599999999999,352.09696972,0,3,0.0011351653963278174
78,Sulawesi Utara,5768.247171999999,349.590737639,15,3,0.001127085270435175
56,Riau,5759.566699999999,349.064648536,230,16,0.0011253891516940925
45,Jambi,5755.241394000001,348.802508678,25,6,0.001124544009567315
32,Bali,5738.654750000001,347.79725757,57,15,0.0011213030662476356
22,Sulawesi Tengah,5733.025371,347.4560831,0,1,0.0011202031150903072
81,Jawa Timur,5699.413058,345.41897317,226,15,0.0011136354452665432
38,Jawa Tengah,5689.528061000001,344.8198825216061,37,12,0.0011117039686524557
28,Kalimantan Timur,5675.413345000001,343.964445204,3,5,0.0011089460271104913
68,Kalimantan Tengah,5641.494,341.908727243,14,7,0.001102318364842847
2,Jawa Timur,5624.752308,340.894079248,131,10,0.0010990471259564561
59,Daerah Istimewa Yogyakarta,5616.016363,340.36462809,32,3,0.001097340168081865
42,Kalimantan Tengah,5552.874615000001,336.53785547300004,13,6,0.0010850026014002949
16,Sulawesi Tengah,5550.0,336.36363633,1,2,0.0010844409166929543
63,Bali,5535.923406,335.51050942,18,24,0.001081690423990022
80,Kalimantan Selatan,5402.144977,327.402725952,12,5,0.0010555508199938954
86,Nusa Tenggara Timur,5349.658906,324.22175185599997,41,5,0.001045295316759868
37,Banten,5341.710196,323.740011854,33,5,0.0010437421804789803
68,Papua Tengah,5317.0314180000005,322.24432837,15,2,0.001038920076580389
1,Bali,5314.996524,322.12100141800005,174,14,0.001038522468956113
77,Sulawesi Selatan,5240.766081,317.62218677600004,5,5,0.0010240182293789156
1,Nusa Tenggara Barat,5189.011456,314.48554275,29,6,0.001013905646860339
85,Sumatera Selatan,5175.0422,313.638921176,0,2,0.0010111761274401304
11,Sumatera Barat,5137.778993,311.380545031,36,5,0.0010038950920603106
59,Kepulauan Riau,5124.601387,310.581902205,10,4,0.0010013202569016694
23,Lampung,5113.249797,309.89392705,11,3,0.0009991022157006745
85,Daerah Istimewa Yogyakarta,5105.643962,309.432967415,103,5,0.0009976160753980409
56,Papua Barat Daya,5103.317989,309.291999295,52,8,0.0009971615924624874
82,Daerah Istimewa Yogyakarta,5073.475502,307.483363743,283,7,0.0009913305268843473
6,Maluku Utara,5069.667909,307.2526005,0,1,0.0009905865431648312
74,Kalimantan Selatan,5004.80025,303.3212273,0,1,0.000977911742518041
9,Daerah Istimewa Yogyakarta,5000.0,303.030303,22,1,0.0009769737988224816
52,Papua Barat,4956.136899,300.3719332,44,2,0.0009684031787400607
78,Riau,4915.961439000001,297.937056955,40,6,0.0009605531043849326
30,Bali,4894.36077,296.62792554600003,21,4,0.0009563324468549251
52,Papua Barat Daya,4886.657302,296.16104857,13,2,0.0009548272295757115
23,Jambi,4884.15,296.0090909,60,1,0.0009543373159037644
10,Maluku,4871.625105,295.25000633099995,113,7,0.000951890017054164
30,Kepulauan Bangka Belitung,4842.031244,293.45643900600004,34,2,0.0009461075316935651
8,Kalimantan Utara,4809.1483450000005,291.46353611,3,4,0.0009396823855431
41,Papua Tengah,4806.885473,291.3263923,37,1,0.0009392402322122822
45,Nusa Tenggara Barat,4783.823139,289.928675064,368,6,0.0009347339730007435
61,Sulawesi Tengah,4778.762074,289.62194386100003,0,4,0.0009337450674209161
23,Papua Barat,4731.66837,286.76778,3,1,0.0009245432044414157
30,Jambi,4725.0,286.3636364,1,1,0.000923240239887245
35,Jambi,4716.321142999999,285.837645034,0,5,0.0009215444367086993
7,Kalimantan Selatan,4685.717842,283.98289952,26,6,0.0009155647120618041
86,Bengkulu,4678.873955,283.568118475,59,6,0.0009142274524055837
9,Kalimantan Utara,4658.079998,282.307878691,4,3,0.0009101644221730154
18,Sumatera Utara,4638.75763,281.136826015,57,2,0.0009063889327195743
86,Papua Barat Daya,4577.993103,277.4541275,8,1,0.000894515862564206
38,Riau,4560.496674999999,276.39373786,9,4,0.000891097152218409
52,Maluku,4557.905481,276.236695825,8,8,0.0008905908464892758
43,Sulawesi Tengah,4538.103949,275.03660296,55,6,0.000886721730901167
11,Bengkulu,4535.009915,274.8490858,0,1,0.0008861171728710337
49,Aceh,4527.3781309999995,274.386553365,7,13,0.000884625962269779
14,Kepulauan Riau,4519.547525,273.911971236,149,3,0.0008830959028915987
64,Sulawesi Utara,4454.5873409999995,269.974990362,21,3,0.0008704030233446612
33,Riau,4439.79603,269.078547268,75,4,0.0008675128786852145
62,Daerah Istimewa Yogyakarta,4436.932255,268.904985175,66,7,0.0008669533120570697
9,Bali,4422.314294000001,268.01904814,0,4,0.0008640970390792281
80,Sulawesi Utara,4415.889323,267.629655936,51,4,0.0008628416334141893
43,Kalimantan Barat,4411.018076,267.334428889,4,4,0.0008618898172768707
6,Sulawesi Tengah,4407.44708,267.1180048,0,1,0.0008611920633713306
77,Sulawesi Utara,4406.005856,267.030657979,35,3,0.0008609104557540838
56,Lampung,4291.304077,260.079034929,249,12,0.0008384983292018185
55,Maluku Utara,4287.605858,259.854900534,2,4,0.0008377757165887569
45,Sulawesi Barat,4277.470113,259.240612953,17,5,0.000835795245129448
25,Sulawesi Selatan,4275.564108,259.12509740900003,36,3,0.0008354228217403627
66,Sumatera Utara,4259.555417,258.154873764,3,2,0.0008322948074082737
33,Bali,4257.0892810000005,258.005410988,0,4,0.0008318129373570074
74,Jawa Tengah,4251.913914,257.691752324,129,10,0.0008308016977653491
20,Sumatera Barat,4251.768781,257.68295644,0,3,0.0008307733395376801
28,Bali,4224.22951,256.013909685,19,3,0.0008253923102965459
1,Maluku,4210.2652,255.167587848,0,3,0.0008226637572988188
10,Gorontalo,4207.9780439999995,255.028972352,27,5,0.0008222168590016549
8,Riau,4200.0,254.54545452,0,2,0.0008206579910108844
2,Papua Selatan,4169.614452,252.703906161,2,2,0.0008147208141591118
79,Jawa Barat,4148.251212,251.40916439199998,58,9,0.0008105465490115206
77,Kepulauan Bangka Belitung,4130.25,250.318181812,6,3,0.0008070292065173108
